,timestamp,run_id,duration,emissions_sum,energy_consumed,experiment_id,experiment_name,experiment_description,country_name,country_iso_code,region,on_cloud,cloud_provider,cloud_region,project_id,project_name,project_description,team_id,name,description
0,2021-07-04T06:36:04.747877,9780b248-7c75-48c0-9f36-2f9221e798a5,23,0.0002662539704149914,0.0006270938490490383,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
1,2021-07-04T06:43:40.847861,95ae3555-a329-4a1f-b3b4-64f2e89b5fcc,122,0.002314276735011871,0.0054506931981567995,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
2,2021-07-04T06:45:17.688324,95ae3555-a329-4a1f-b3b4-64f2e89b5fcc,96,0.0017474370585326897,0.004115645784730407,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
3,2021-07-04T06:46:06.586514,8f42a9e2-dab7-4ac8-8136-84839449d1ec,32,0.0005538065718429696,0.0013043512336149052,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
4,2021-07-04T06:46:33.616882,8f42a9e2-dab7-4ac8-8136-84839449d1ec,27,0.0005651481524506285,0.0013310634566344212,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
5,2021-07-04T06:47:03.610736,8f42a9e2-dab7-4ac8-8136-84839449d1ec,30,0.000552322098360413,0.0013008549319877905,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
6,2021-07-04T06:47:33.666190,8f42a9e2-dab7-4ac8-8136-84839449d1ec,29,0.0005739147248076124,0.0013517108993513858,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
7,2021-07-04T06:47:53.278494,8f42a9e2-dab7-4ac8-8136-84839449d1ec,19,0.00025663313466111216,0.0006044344050806904,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
8,2021-07-06T19:29:27.002512,0dc75936-33a7-4c60-b599-180b40bd28b3,7,3.3591103711509105e-05,7.91153442235002e-05,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
9,2021-07-06T19:29:39.570702,55ab25f7-c63c-4963-88e2-cee9f6875861,3,1.4911951055817106e-05,3.512132709175443e-05,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
10,2021-07-06T19:32:16.579030,701df583-ae56-416f-89ac-531184ce24ca,4,8.58259360800402e-07,2.0214127331428053e-06,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
11,2021-07-08T07:32:40.152360,252ccebc-ad44-4f54-af35-64d7d4b32fd5,122,0.0014120308034325539,0.003325681228791432,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
12,2021-07-08T07:34:20.423979,252ccebc-ad44-4f54-af35-64d7d4b32fd5,100,0.0012188713882568952,0.0028707431072912356,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
13,2021-07-09T08:41:27.065904,7f596dc0-767f-40e5-a9e1-4027f90224b3,122,0.0014120341794032925,0.003325689180036183,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
14,2021-07-09T08:42:45.643766,7f596dc0-767f-40e5-a9e1-4027f90224b3,78,0.0009621143278654674,0.0022660168265134484,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
15,2021-07-09T08:47:19.551950,8866c136-947e-49f9-bf2d-97bd75269dc4,122,0.0014152042834461678,0.0033331555578822456,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
16,2021-07-09T08:49:07.164486,8866c136-947e-49f9-bf2d-97bd75269dc4,107,0.001306310220413978,0.0030766831491553046,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
17,2021-07-09T09:05:03.240187,f877e89d-3162-4ad9-ab4f-076b6388c2d0,20,0.00020815769408356985,0.0004902627720014211,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
18,2021-07-09T09:07:41.125397,63d5a122-f7e5-4058-97e5-653da8fb7645,3,6.283272339245485e-07,1.4798657949398803e-06,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
19,2021-07-09T09:09:01.699487,d2192c58-a0a1-4748-abe5-65c07307f272,44,0.00047107288520558397,0.001109492971337762,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
20,2021-07-09T09:09:14.305494,d2192c58-a0a1-4748-abe5-65c07307f272,12,0.00019330222717782474,0.000455274479031275,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
21,2021-07-09T09:10:05.176064,cd333e00-a91a-43a6-aefe-86c93234977a,44,0.0004711563307623133,0.0011096895062298949,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
22,2021-07-09T09:10:42.060702,cd333e00-a91a-43a6-aefe-86c93234977a,35,0.0004719702351077337,0.0011116064519487959,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
23,2021-07-09T09:10:42.834201,cd333e00-a91a-43a6-aefe-86c93234977a,1,2.1487069092481132e-05,5.060735372691347e-05,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
24,2021-07-09T09:11:34.911044,76a8ef4b-3c84-4e08-8185-175d46e26335,44,0.0004276829050334659,0.0010072988533162157,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
25,2021-07-09T09:12:11.812825,76a8ef4b-3c84-4e08-8185-175d46e26335,35,0.0004339227861732799,0.001021995314275936,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
26,2021-07-09T09:12:50.694112,76a8ef4b-3c84-4e08-8185-175d46e26335,39,0.0004392620597106695,0.00103457062193602,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
27,2021-07-09T09:13:30.674724,76a8ef4b-3c84-4e08-8185-175d46e26335,40,0.0004449681951463646,0.0010480099799594434,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
28,2021-07-09T09:14:10.677418,76a8ef4b-3c84-4e08-8185-175d46e26335,39,0.00045050039619245184,0.0010610396795440041,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
29,2021-07-09T09:14:50.704024,76a8ef4b-3c84-4e08-8185-175d46e26335,40,0.00045603512176650663,0.0010740753250153357,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
30,2021-07-09T09:15:30.674626,76a8ef4b-3c84-4e08-8185-175d46e26335,40,0.0004615223458260386,0.0010869990926899485,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
31,2021-07-09T09:16:18.064530,76a8ef4b-3c84-4e08-8185-175d46e26335,39,0.00046697987287852745,0.001099852916579598,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
32,2021-07-09T09:16:50.918922,76a8ef4b-3c84-4e08-8185-175d46e26335,40,0.0004692392355803302,0.0011051742736690826,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
33,2021-07-09T09:17:30.747464,76a8ef4b-3c84-4e08-8185-175d46e26335,39,0.0004702841256197044,0.001107635247736825,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
34,2021-07-09T09:47:04.627221,89f3a3ba-deaf-47e5-a800-bd11946ad699,44,0.00042348428947317456,0.0009974100768661348,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
35,2021-07-09T09:47:41.042558,89f3a3ba-deaf-47e5-a800-bd11946ad699,35,0.0004328137984238274,0.001019383374272681,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
36,2021-07-09T09:48:19.852795,89f3a3ba-deaf-47e5-a800-bd11946ad699,39,0.000437590013439998,0.0010306325400736942,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
37,2021-07-09T09:48:59.979889,89f3a3ba-deaf-47e5-a800-bd11946ad699,40,0.00044390827134095125,0.0010455135976602447,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
38,2021-07-09T09:49:39.871609,89f3a3ba-deaf-47e5-a800-bd11946ad699,39,0.00044594129804050855,0.0010503018775730576,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
39,2021-07-09T09:50:19.866450,89f3a3ba-deaf-47e5-a800-bd11946ad699,39,0.0004522384583991071,0.0010651332452375388,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
40,2021-07-09T09:50:59.946498,89f3a3ba-deaf-47e5-a800-bd11946ad699,40,0.00045797945074700685,0.0010786546998967656,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
41,2021-07-09T09:51:46.267121,89f3a3ba-deaf-47e5-a800-bd11946ad699,39,0.00046101152756810584,0.0010857959895511212,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
42,2021-07-09T09:52:19.876946,89f3a3ba-deaf-47e5-a800-bd11946ad699,39,0.00046602208715071326,0.0010975970946751103,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
43,2021-07-09T09:53:00.079065,89f3a3ba-deaf-47e5-a800-bd11946ad699,40,0.00047007107994875754,0.001107133472572271,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
44,2021-07-09T09:53:40.279918,89f3a3ba-deaf-47e5-a800-bd11946ad699,39,0.0004697880196772083,0.0011064667957339062,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
45,2021-08-07T19:41:43.599245,5eef898b-6250-4ce6-ac64-f888023f0727,32,3.9762411503128735e-05,9.36502980147289e-05,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
46,2021-08-07T19:41:53.217084,5eef898b-6250-4ce6-ac64-f888023f0727,9,1.6786977173299496e-05,3.9537476617137424e-05,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
47,2021-08-07T19:44:48.450339,0b399593-fa10-4f97-9561-20b93fdfe19f,1,9.557298311776266e-09,2.2509797602267798e-08,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
48,2021-08-07T19:45:29.809542,15aabb03-22b5-4f7e-a2ad-daf2aa239461,3,2.1167658998909828e-07,4.985506408146498e-07,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
49,2021-08-07T19:49:48.834003,d41569df-5e06-43a9-b219-fe7cda346c26,1,3.164658151228359e-07,7.45355142642585e-07,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
50,2021-06-29T20:46:48.410240,76bbfb92-dc02-4e21-85e3-2be5d81b793c,32,0.0005912650390918285,0.0013925751739751265,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
51,2021-06-29T20:47:15.332120,76bbfb92-dc02-4e21-85e3-2be5d81b793c,26,0.0006082237953891671,0.0014325172328484913,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
52,2021-06-29T20:47:45.233837,76bbfb92-dc02-4e21-85e3-2be5d81b793c,29,0.000561782584741497,0.0013231367135865526,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
53,2021-06-29T20:48:15.231550,76bbfb92-dc02-4e21-85e3-2be5d81b793c,29,0.0005865485294596988,0.0013814666290971698,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
54,2021-06-29T20:48:45.245732,76bbfb92-dc02-4e21-85e3-2be5d81b793c,29,0.000578674815364783,0.0013629220880696817,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
55,2021-06-29T20:49:15.282925,76bbfb92-dc02-4e21-85e3-2be5d81b793c,30,0.0004798674465927204,0.0011302063351323437,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
56,2021-06-29T20:49:45.247192,76bbfb92-dc02-4e21-85e3-2be5d81b793c,29,0.0005654027484574358,0.0013316630931003576,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
57,2021-06-29T20:50:15.237442,76bbfb92-dc02-4e21-85e3-2be5d81b793c,30,0.00048542267723097107,0.0011432902750933734,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
58,2021-06-29T20:50:45.236795,76bbfb92-dc02-4e21-85e3-2be5d81b793c,29,0.0005797939765700387,0.0013655579890735868,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
59,2021-06-29T20:51:15.232657,76bbfb92-dc02-4e21-85e3-2be5d81b793c,30,0.0005431777360315401,0.0012793177005956183,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
60,2021-06-29T20:51:45.240834,76bbfb92-dc02-4e21-85e3-2be5d81b793c,30,0.0005482986007800525,0.0012913786016240589,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
61,2021-06-29T20:52:15.251829,76bbfb92-dc02-4e21-85e3-2be5d81b793c,29,0.000490513071217444,0.0011552794099527648,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
62,2021-06-29T20:52:45.255315,76bbfb92-dc02-4e21-85e3-2be5d81b793c,30,0.0005749337855217472,0.0013541110389798973,3a202149-8be2-408c-a3d8-baeae2de2987,Code Carbon user test,Code Carbon user test with default project,France,FRA,france,False,,,e60afa92-17b7-4720-91a0-1ae91e409ba1,Default Project,Default Project Code Carbon DataForGood Team,8edb03e1-9a28-452a-9c93-a3b6560136d7,DataForGood,DataForGood Team
